,sku,Tên,Trạng thái,Nhãn hàng,Loại,Nhóm,Đặc điểm nổi bật,Giá gốc,Giá hiện tại,Giảm giá,Thời gian kết thúc giảm giá,Khuyến mãi,Link đặt hàng,Ảnh,Màu,Thông tin hàng hóa,Thiết kế và Trọng lượng,Thông số cơ bản,Màn hình,Giao tiếp và kết nối,Phụ kiện trong hộp
37,00905372,Màn hình ViewSonic VA2732-H/ 27 inch/IPS/FHD (1920x1080)/100hz,Mua ngay,Viewsonic,Màn hình,Màn hình văn phòng,"['27 inch ', 'FHD 1920x1080 ', 'Tấm nền IPS ']",3490000,2690000,23,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-viewsonic-va2732-h-27-inch?sku=00905372,https://cdn2.fptshop.com.vn/unsafe/2023_11_29_638368512647358914_man-hinh-viewsonic-va2732-h-27-inch-1.jpg,Đen,"{'Model': 'VA2732-H 100Hz', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 36, 'Màu sắc': ['Đen']}","{'Trọng lượng sản phẩm có chân đế': [{'displayValue': '6 kg', 'value': 6}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Điện áp': '100 - 240 V / 50 - 60 Hz'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '50M:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '100 Hz', 'value': 100}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['HDMI 1.4', 'VGA']}",{'Phụ kiện trong hộp': ['Dây nguồn']}
38,00907084,Màn hình Gaming MSI G244F E2/23.8 inch (1920x1080)/IPS 180Hz ,Mua ngay,MSI,Màn hình,Màn hình Gaming,"['24 inch ', 'Tần số quét 180Hz ', 'Tấm nền IPS ']",3390000,2890000,15,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/msi-g244f-e2-24-inch-fhd-ips-180hz,https://cdn2.fptshop.com.vn/unsafe/00907084_msi_g244f_e2_3e89b250b7.png,Đen,"{'Model': 'G244F E2', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 36, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '541.9 x 231.9 x 424.3 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '5.7 kg', 'value': 5.7}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Điện áp': '220 - 240 V'}","{'Loại màn hình': 'LED', 'Kích thước màn hình': {'displayValue': '24 inch', 'value': 24}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '300 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '180 ', 'value': 180}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: DisplayPort']}","{'Phụ kiện trong hộp': ['Dây nguồn', 'Dây HDMI']}"
39,00897606,Màn hình Gaming Gigabyte GS27F/27 inch/FHD (1920x1080)/170Hz,Mua ngay,Gigabyte,Màn hình,Màn hình văn phòng,[],4690000,4290000,9,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-gigabyte-gs27f-27-inch?sku=00897606,https://cdn2.fptshop.com.vn/unsafe/2023_8_14_638276057255540848_man-hinh-gigabyte-gs27f-27-inch-1.jpg,Đen,"{'Model': 'Gaming Gigabyte GS27F', 'Xuất xứ': ['Nội địa - Trung Quốc'], 'Thời điểm ra mắt': '2023', 'Thời gian bảo hành (tháng)': 36, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '619 x 447 x 172 mm', 'Kích thước không chân đế': '619 x 365.5 x 50.2 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '5.2 kg', 'value': 5.2}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Đầu ra âm thanh': '1 x 3.5mm'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'IPS', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '300 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '165 Hz', 'value': 165}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['1 DisplayPort 1.4', '2 HDMI 2.0']}","{'Phụ kiện trong hộp': ['Cáp HDMI', 'Dây nguồn']}"
40,00907085,Màn hình MSI MP241X/23.8inch (1920x1080)/VA 75Hz,Mua ngay,MSI,Màn hình,Màn hình văn phòng,"['24 inch ', 'FHD 1920x1080 ', 'Tấm nền VA ']",2390000,1890000,21,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-msi-mp241x-23-8inch?sku=00907085,https://cdn2.fptshop.com.vn/unsafe/2024_3_18_638463549760472175_man-hinh-msi-mp241x-23-8inch-1.jpg,Đen,"{'Model': 'MP241X', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 24, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '541.79 x 416.61 x 180.8 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '4 kg', 'value': 4}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['4ms'], 'Điện áp': '220 - 240 V'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '24 inch', 'value': 24}, 'Công nghệ màn hình': 'VA', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '3000:1', 'Tấm nền': 'VA', 'Tần số quét': {'displayValue': '75 ', 'value': 75}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: VGA']}","{'Phụ kiện trong hộp': ['Dây nguồn', 'Dây HDMI']}"
41,00826496,Màn hình Dell P2422H/23.8 inch/FHD (1920x1080)/IPS 60Hz,Mua ngay,Dell,Màn hình,Màn hình văn phòng,[],5690000,4789000,16,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-dell-p2422h-238-inch-fhd-1920x1080-60hz?sku=00826496,https://cdn2.fptshop.com.vn/unsafe/2022_8_12_637959163999365942_man-hinh-dell-p2422h-238-inch-fhd-1920x1080-60hz-1.jpg,Đen,"{'Model': 'Màn hình Dell P2422H', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2022', 'Thời gian bảo hành (tháng)': 36, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '364.00~496.11 x 537.80 x 179.57  mm', 'Kích thước không chân đế': '318.5 x 537.80 x 52.15 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '5.57 kg', 'value': 5.57}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['8ms'], 'Tiêu thụ năng lượng màn hình chờ': ['0.3 W']}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '23.8 inch', 'value': 23.8}, 'Công nghệ màn hình': 'IPS', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '60 Hz', 'value': 60}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}",,"{'Phụ kiện trong hộp': ['Dây DisplayPort', 'Cáp chuyển đổi', 'Dây nguồn']}"
42,00783557,Màn hình Gaming Acer VG240Y S/23.8 inch/FHD (1920x1080)/165Hz/UM.QV0SV.S01,Mua ngay,Acer,Màn hình,Màn hình Gaming,['23.8 inch '],4190000,3390000,19,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-acer-vg240y-s-23-8-inch-fhd?sku=00783557,https://cdn2.fptshop.com.vn/unsafe/2021_11_22_637731901485313843_man-hinh-acer-vg240y-s-23-8-inch-fhd-den-1.jpg,Đen,"{'Model': 'Acer VG240Y S/23.8 inch/FHD (1920x1080)/165Hz', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2020', 'Thời gian bảo hành (tháng)': 36, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '540 x 323 x 65 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '3660 g', 'value': 3660}], 'Kiểu chân đế': 'Chân chữ V'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['0.5ms'], 'Điện áp': '100 - 240 V / 50 - 60 Hz', 'Đầu ra âm thanh': 'Headphone'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '23.8 inch', 'value': 23.8}, 'Công nghệ màn hình': 'IPS', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '100M:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '165 Hz', 'value': 165}}",{'Cổng giao tiếp': ['DisplayPort']},{'Phụ kiện trong hộp': ['Cáp DisplayPort']}
43,00773775,"Màn hình Xiaomi Mi Desktop Monitor 27""",Mua ngay,Xiaomi,Màn hình,Màn hình văn phòng,[],4990000,4990000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-xiaomi-mi-desktop-monitor-27-inch?sku=00773775,https://cdn2.fptshop.com.vn/unsafe/2021_9_28_637684179256450493_man-hinh-xiaomi-mi-desktop-monitor-27-inch-1.jpg,Đen,"{'Model': 'BHR4975EU', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2021', 'Thời gian bảo hành (tháng)': 36, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}","{'Trọng lượng sản phẩm có chân đế': [{'displayValue': '4.3 kg', 'value': 4.3}]}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['6ms'], 'Tiêu thụ năng lượng': ['24 W'], 'Điện áp': '12 V', 'Đầu ra âm thanh': '3.5 mm'}","{'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '300 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}",{'Cổng giao tiếp': ['HDMI']},"{'Phụ kiện trong hộp': ['Sách HDSD', 'Dây nguồn']}"
44,00905793,Màn hình Gaming MSI G244F/23.8 inch (1920x1080)/IPS 170Hz,Mua ngay,MSI,Màn hình,Màn hình Gaming,"['24 inch ', 'Tần số quét 170Hz ', 'Tấm nền IPS ']",3290000,2690000,18,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-gaming-msi-g244f-23-8-inch?sku=00905793,https://cdn2.fptshop.com.vn/unsafe/2023_12_25_638390940306305110_man-hinh-gaming-msi-g244f-23-8-inch-1.jpg,Đen,"{'Model': 'G244F', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 36, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '541.9 x 231.9 x 424.3 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '5 kg', 'value': 5}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Điện áp': '220 - 240 V'}","{'Loại màn hình': 'LED', 'Kích thước màn hình': {'displayValue': '24 inch', 'value': 24}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '170 ', 'value': 170}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: DisplayPort']}","{'Phụ kiện trong hộp': ['Dây nguồn', 'Dây DisplayPort']}"
45,00800434,Màn hình Apple Studio Display 27 inch 5K - Kính tiêu chuẩn - Chân đế cố định,Mua ngay,Apple,Màn hình,Màn hình Apple,"['Độ phân giải 5K siêu nét', 'Camera UltraWide 12MP', '6 loa âm thanh không gian']",38990000,38990000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo']",https://fptshop.com.vn/man-hinh/man-hinh-apple-studio-display-2022-chan-de-co-dinh?sku=00800434,https://cdn2.fptshop.com.vn/unsafe/2022_3_14_637828799663964519_man-hinh-apple-studio-display-2022-chan-de-co-dinh-1.jpg,Bạc,"{'Model': 'Màn hình Studio Display - Standard Glass', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '08/03/2022', 'Thời gian bảo hành (tháng)': 12, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Bạc']}","{'Kích thước có chân đế': '62.3 x 47.9 x 3.1 cm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '6.3 kg', 'value': 6.3}], 'Kiểu chân đế': 'Cố định'}","{'Điện áp': '100 - 240 V / 50 - 60 Hz', 'Đầu ra âm thanh': '6 Loa'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'True Tone, Wide color (P3)', 'Độ phân giải': ['5120 x 2880 Pixels'], 'Chuẩn màn hình': '5K Rentina', 'Độ sáng': '600 nits', 'Màu màn hình': '1 Tỷ'}","{'Cổng giao tiếp': ['3 Type C', '1 Thunderbolt']}","{'Phụ kiện trong hộp': ['Sách HDSD', 'Cáp Type C']}"
46,00904730,Màn hình Gaming Asus VG279Q3A/27 inch/FHD(1920x1080)/180Hz,Hàng sắp về,Asus,Màn hình,Màn hình Gaming,[],5170000,5170000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-asus-vg279q3a27-inch?sku=00904730,https://cdn2.fptshop.com.vn/unsafe/2023_9_28_638315154852858789_mam-hinh-asus-vg279q3a27-inch.jpg,Đen,"{'Model': 'Asus VG279Q3A', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 36, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '615 x 453 x 193 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '6.9 kg', 'value': 6.9}]}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Điện áp': '100 - 240 V / 50 - 60 Hz'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Độ phân giải': ['FHD (1920 x 1080)'], 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '180 Hz', 'value': 180}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': 'Đang cập nhật'}",,"{'Phụ kiện trong hộp': ['Dây DisplayPort', 'Dây HDMI', 'Dây nguồn']}"
47,00775457,Màn hình LG 27GL650F-B / 27 inchs / FullHD ( 1920 x 1080 ) 144Hz,Hàng sắp về,LG,Màn hình,Màn hình văn phòng,[],7490000,7490000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-lg27-inch-27gl650f-b?sku=00775457,https://cdn2.fptshop.com.vn/unsafe/2021_11_12_637723068779810628_man-hinh-lg-27gl650f-b-27-inchs-fullhd-den-1.jpg,Đen,"{'Model': '27GL650F-B.ATV', 'Xuất xứ': ['Indonesia'], 'Thời điểm ra mắt': '2021', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '615.1 x 575.2 x 274.4  mm', 'Kích thước không chân đế': '615.1 x 366.6 x 45.2 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '9300 g', 'value': 9300}], 'Kiểu chân đế': 'Chân chữ V'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['5ms'], 'Tiêu thụ năng lượng': ['35 W'], 'Tiêu thụ năng lượng màn hình chờ': ['0.3 W'], 'Điện áp': '100 - 240 V / 50 - 60 Hz', 'Đầu ra âm thanh': 'Có'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'LCD', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '400 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '144 Hz', 'value': 144}, 'Tỷ lệ màn hình': '16:09'}","{'Cổng giao tiếp': ['1 DisplayPort', '1 HDMI']}",
48,00882594,Màn hình Gaming LG UltraGear 27GP95R-B/27 inch/4K (3840 x 2160)/IPS 160Hz,Hàng sắp về,LG,Màn hình,Màn hình văn phòng,[],22990000,17990000,22,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-lg-ultragear-27gp95r-b27-inch-4k?sku=00882594,https://cdn2.fptshop.com.vn/unsafe/2023_11_15_638356679457414987_man-hinh-lg-ultragear-27gp95r-b27-inch-4k-dd.jpg,Đen,"{'Model': 'Gaming LG UltraGear 27GP95R-B', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2022', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '609,2 x 574,7 x 291,2 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '7.8 ', 'value': 7.8}]}",,"{'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Độ phân giải': ['3840 x 2160 Pixels'], 'Chuẩn màn hình': '4K'}",,
49,00774541,Màn hình vi tính DELL PRO P2319H 23 inch,Hàng sắp về,Dell,Màn hình,Màn hình văn phòng,[],4790000,4790000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-vi-tinh-dell-pro-p2319h-23-inch?sku=00774541,https://cdn2.fptshop.com.vn/unsafe/2021_9_29_637685329036942414_man-hinh-vi-tinh-dell-pro-p2319h-den-1.jpg,Đen,"{'Model': 'Dell™ Professional P2319H 23.0”', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2021', 'Thời gian bảo hành (tháng)': 36, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}",,"{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['8ms']}","{'Kích thước màn hình': {'displayValue': '23 inch', 'value': 23}, 'Độ phân giải': ['1920 x 1080 Pixels'], 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tỷ lệ màn hình': '16:09'}","{'Cổng giao tiếp': ['1 VGA/D-sub', '1 HDMI 1.4', '1 DisplayPort 1.2']}",
50,00800438,Màn hình Apple Studio Display 27 inch 5K - Kính Nano - Chân đế cố định,Hàng sắp về,Apple,Màn hình,Màn hình Apple,"['Độ phân giải 5K siêu nét', 'Camera UltraWide 12MP', '6 loa âm thanh không gian']",45990000,45990000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo']",https://fptshop.com.vn/man-hinh/man-hinh-apple-studio-display-2022-nano-chan-de-co-dinh?sku=00800438,https://cdn2.fptshop.com.vn/unsafe/2022_3_14_637828799663964519_man-hinh-apple-studio-display-2022-chan-de-co-dinh-1.jpg,Bạc,"{'Model': 'Màn hình Studio Display - Nano-Texture Glass', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '08/03/2022', 'Thời gian bảo hành (tháng)': 12, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Bạc']}","{'Kích thước có chân đế': '62.3 x 47.9 x 3.1 cm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '6.3 kg', 'value': 6.3}], 'Kiểu chân đế': 'Cố định'}","{'Điện áp': '100 - 240 V / 50 - 60 Hz', 'Đầu ra âm thanh': '6 Loa'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'Nano True Tone, Wide color (P3)', 'Độ phân giải': ['5120 x 2880 Pixels'], 'Chuẩn màn hình': '5K Rentina', 'Độ sáng': '600 nits', 'Màu màn hình': '1 Tỷ'}",,"{'Phụ kiện trong hộp': ['Cáp Type C', 'Sách HDSD']}"
